Row_ID,Variation,Query,True_Label,Prediction,Is_Correct,Image_Path
row_13332,Squeezed Vertically,How many autos did U.S. auto shoppers buy in 2020?,3.4,"answer='3.4 million autos.' explanation='The chart shows passenger car sales for each year in millions, with 2020 indicating a sales figure of approximately 3.4 million.'",True,data/row_13332/Squeezed_Vertically.png
row_13332,Squeezed Horizontally,How many autos did U.S. auto shoppers buy in 2020?,3.4,"answer='3.4 million autos.' explanation='In 2020, the graph shows that U.S. auto shoppers purchased approximately 3.4 million passenger cars.'",True,data/row_13332/Squeezed_Horizontally.png
row_13332,Increased Saturation,How many autos did U.S. auto shoppers buy in 2020?,3.4,"answer='About 3.4 million.' explanation='The chart shows passenger car sales in the U.S. from 1990 to 2020, with the 2020 figure near 3.4 million.'",True,data/row_13332/Increased_Saturation.png
row_13332,Decreased Saturation,How many autos did U.S. auto shoppers buy in 2020?,3.4,"answer='Around 3.4 million cars.' explanation='The chart shows passenger car sales in millions from 1990 to 2020. For 2020, the number is approximately 3.4 million.'",True,data/row_13332/Decreased_Saturation.png
row_13332,Increased Brightness,How many autos did U.S. auto shoppers buy in 2020?,3.4,answer='About 3.4 million autos in 2020.' explanation='The chart indicates around 3.4 million autos were purchased by U.S. auto shoppers in 2020 based on the reading of the line at that point on the graph.',True,data/row_13332/Increased_Brightness.png
row_13332,Decreased Brightness,How many autos did U.S. auto shoppers buy in 2020?,3.4,answer='About 3.4 million passenger cars.' explanation='The chart shows a downward trend ending around 3.4 million passenger cars sold in 2020.',True,data/row_13332/Decreased_Brightness.png
row_13332,Increased Contrast,How many autos did U.S. auto shoppers buy in 2020?,3.4,"answer='About 3.4 million.' explanation='According to the chart, U.S. auto shoppers bought approximately 3.4 million passenger cars in 2020.'",True,data/row_13332/Increased_Contrast.png
row_13332,Decreased Contrast,How many autos did U.S. auto shoppers buy in 2020?,3.4,"answer='3.4 million autos.' explanation='In 2020, U.S. auto shoppers bought 3.4 million passenger cars, as indicated on the chart.'",False,data/row_13332/Decreased_Contrast.png
row_13332,Increased Sharpness,How many autos did U.S. auto shoppers buy in 2020?,3.4,"answer='About 3.4 million passenger cars.' explanation='The chart shows the number of passenger cars sold in the U.S. from 1990 to 2020. In 2020, the figure is approximately 3.4 million.'",False,data/row_13332/Increased_Sharpness.png
row_13332,Decreased Sharpness,How many autos did U.S. auto shoppers buy in 2020?,3.4,answer='About 3.4 million passenger cars.' explanation='The graph shows a data point of approximately 3.4 million passenger car sales for the year 2020 in the U.S.',True,data/row_13332/Decreased_Sharpness.png
row_13332,Adaptive Threshold,How many autos did U.S. auto shoppers buy in 2020?,3.4,"answer='About 3.4 million.' explanation='The chart shows the number of passenger cars sold in the U.S. from 1990 to 2020. In 2020, the value is approximately 3.4 million units.'",True,data/row_13332/Adaptive_Threshold.png
row_13332,Selective Blur,How many autos did U.S. auto shoppers buy in 2020?,3.4,"answer='About 3.4 million cars.' explanation='The chart shows the number of passenger car sales in the U.S. from 1990 to 2020. In 2020, the sales dropped significantly to approximately 3.4 million units.'",True,data/row_13332/Selective_Blur.png
row_13332,Highlighted Intersections,How many autos did U.S. auto shoppers buy in 2020?,3.4,"answer='About 3.4 million autos.' explanation='The chart shows a steep decline in auto sales, indicating around 3.4 million vehicles were sold in 2020.'",False,data/row_13332/Highlighted_Intersections.png
row_13332,Dominant Colors,How many autos did U.S. auto shoppers buy in 2020?,3.4,"answer='About 3 million autos.' explanation='The chart shows a declining trend, with approximately 3 million passenger cars sold in 2020 in the U.S.'",False,data/row_13332/Dominant_Colors.png
row_13332,Quantized Colors,How many autos did U.S. auto shoppers buy in 2020?,3.4,answer='About 3.4 million.' explanation='The graph shows the U.S. passenger cars sales from 1951 to 2020. The value for 2020 is approximately 3.4 million cars.',True,data/row_13332/Quantized_Colors.png
row_13332,Padded,How many autos did U.S. auto shoppers buy in 2020?,3.4,answer='About 3.4 million passenger cars.' explanation='The chart shows the sales of passenger cars in millions from 1990 to 2020. The data point for 2020 is close to 3.4 million.',True,data/row_13332/Padded.png
row_1364,Baseline,Which drugs show the value of 433 death cases?,Opioids,answer='Opioids' explanation='The chart shows that opioids are associated with 433 death cases in Central Asia in 1997.',True,data/row_1364/Baseline.png
row_1364,Black and White,Which drugs show the value of 433 death cases?,Opioids,answer='Opioids' explanation='The chart shows that opioids are associated with 433 death cases from illicit drug overdoses in Central Asia in 1997.',True,data/row_1364/Black_and_White.png
row_1364,Vertically Stretched,Which drugs show the value of 433 death cases?,Opioids,"answer='Opioids' explanation='The chart indicates that opioids are associated with 433 deaths from illicit drug overdoses in Central Asia, 1997.'",True,data/row_1364/Vertically_Stretched.png
row_1364,Horizontally Stretched,Which drugs show the value of 433 death cases?,Opioids,"answer='Opioids' explanation=""The bar labeled 'Opioids' corresponds to the value of 433 death cases in the graph.""",True,data/row_1364/Horizontally_Stretched.png
row_1364,Squeezed Vertically,Which drugs show the value of 433 death cases?,Opioids,answer='Opioids' explanation='The chart shows that opioids are responsible for 433 death cases.',True,data/row_1364/Squeezed_Vertically.png
row_1364,Squeezed Horizontally,Which drugs show the value of 433 death cases?,Opioids,answer='Opioids.' explanation='The chart shows that opioids are responsible for 433 death cases in Central Asia in 1997.',True,data/row_1364/Squeezed_Horizontally.png
row_1364,Increased Saturation,Which drugs show the value of 433 death cases?,Opioids,"answer='Opioids' explanation='The value of 433 death cases is associated with opioids, as indicated by the chart legend and the bar length corresponding to that number.'",True,data/row_1364/Increased_Saturation.png
row_1364,Decreased Saturation,Which drugs show the value of 433 death cases?,Opioids,"answer='Opioids' explanation=""The bar labeled 'Opioids' shows 433 death cases, indicating it is responsible for that number of overdose deaths in Central Asia in 1997.""",True,data/row_1364/Decreased_Saturation.png
row_1364,Increased Brightness,Which drugs show the value of 433 death cases?,Opioids,answer='Opioids' explanation='The graph shows that opioids are responsible for 433 death cases in Central Asia in 1997.',True,data/row_1364/Increased_Brightness.png
row_1364,Decreased Brightness,Which drugs show the value of 433 death cases?,Opioids,answer='Opioids.' explanation='The bar chart shows that opioids are associated with 433 death cases from illicit drug overdoses in Central Asia in 1997.',True,data/row_1364/Decreased_Brightness.png
row_1364,Increased Contrast,Which drugs show the value of 433 death cases?,Opioids,answer='Opioids' explanation='The bar chart shows that opioids are responsible for 433 death cases in Central Asia in 1997.',True,data/row_1364/Increased_Contrast.png
row_1364,Decreased Contrast,Which drugs show the value of 433 death cases?,Opioids,answer='Opioids' explanation='The chart indicates that opioids are responsible for 433 death cases in the data presented.',True,data/row_1364/Decreased_Contrast.png
row_1364,Increased Sharpness,Which drugs show the value of 433 death cases?,Opioids,answer='Opioids' explanation='The bar graph shows that opioids are associated with 433 death cases in Central Asia in 1997.',True,data/row_1364/Increased_Sharpness.png
row_1364,Decreased Sharpness,Which drugs show the value of 433 death cases?,Opioids,answer='Opioids' explanation='The bar chart shows that opioids are responsible for 433 death cases.',True,data/row_1364/Decreased_Sharpness.png
row_1364,Adaptive Threshold,Which drugs show the value of 433 death cases?,Opioids,"answer='Opioids show the value of 433 death cases.' explanation='The bar labeled ""Opioids"" corresponds to 433 death cases in the chart.'",True,data/row_1364/Adaptive_Threshold.png
row_1364,Selective Blur,Which drugs show the value of 433 death cases?,Opioids,"answer='Opioids' explanation='The bar representing 433 death cases is labeled as ‘Opioids’ on the chart, showing the highest number of deaths from drug overdoses in Central Asia in 1997.'",True,data/row_1364/Selective_Blur.png
row_1364,Highlighted Intersections,Which drugs show the value of 433 death cases?,Opioids,answer='Opioids' explanation='The chart indicates that opioids accounted for 433 deaths from illicit drug overdoses in Central Asia in 1997.',True,data/row_1364/Highlighted_Intersections.png
row_1364,Dominant Colors,Which drugs show the value of 433 death cases?,Opioids,answer='Opioids' explanation='The bar graph indicates that opioids are associated with 433 death cases from illicit drug overdoses in Central Asia in 1997.',True,data/row_1364/Dominant_Colors.png
row_1364,Quantized Colors,Which drugs show the value of 433 death cases?,Opioids,answer='Opioids' explanation='The chart shows 433 death cases due to opioids.',True,data/row_1364/Quantized_Colors.png
row_1364,Padded,Which drugs show the value of 433 death cases?,Opioids,answer='Opioids.' explanation='The bar chart indicates 433 death cases are associated with opioids.',True,data/row_1364/Padded.png
row_6065,Baseline,What is the difference in numbers between the male and female population of Colombia in 2018 across all age groups?,0.91,"answer='The difference is 1.61 million, with more females.' explanation='The total female population is 25.28 million (5.6 + 17.34 + 2.34), and the total male population is 23.67 million (5.86 + 16.64 + 1.87). The difference is 25.28 - 23.67 = 1.61 million, with more females.'",False,data/row_6065/Baseline.png
row_6065,Black and White,What is the difference in numbers between the male and female population of Colombia in 2018 across all age groups?,0.91,"answer='The difference is 1.81 million more females than males.' explanation='The female population is 25.28 million (5.6 + 17.34 + 2.34), and the male population is 23.47 million (5.86 + 16.64 + 1.87). The difference is 25.28 - 23.47 = 1.81 million.'",False,data/row_6065/Black_and_White.png
row_6065,Vertically Stretched,What is the difference in numbers between the male and female population of Colombia in 2018 across all age groups?,0.91,"answer='The difference in numbers is 0.91 million, with more females than males.' explanation='To find the difference, add the female populations (5.6 + 17.34 + 2.54 = 25.48 million) and the male populations (5.86 + 16.64 + 1.87 = 24.57 million). Subtract the male total from the female total: 25.48 - 24.57 = 0.91 million.'",True,data/row_6065/Vertically_Stretched.png
row_6065,Horizontally Stretched,What is the difference in numbers between the male and female population of Colombia in 2018 across all age groups?,0.91,answer='The difference is 0.52 million more females than males.' explanation='Total females: 25.48 million (5.6 + 17.34 + 2.54 = 25.48)\nTotal males: 24.96 million (5.86 + 16.64 + 1.87 = 24.96)\nDifference: 25.48 - 24.96 = 0.52 million.',False,data/row_6065/Horizontally_Stretched.png
row_6065,Squeezed Vertically,What is the difference in numbers between the male and female population of Colombia in 2018 across all age groups?,0.91,"answer='Female population is larger by approximately 0.83 million.' explanation='The female population (0-14: 5.6, 15-64: 17.34, 65+: 2.64) totals 25.58 million. The male population (0-14: 5.86, 15-64: 16.64, 65+: 1.87) totals 24.75 million. The difference is 25.58 - 24.75 = 0.83 million.'",False,data/row_6065/Squeezed_Vertically.png
row_6065,Squeezed Horizontally,What is the difference in numbers between the male and female population of Colombia in 2018 across all age groups?,0.91,answer='1.45 million more females than males.' explanation='The total female population is 25.64 million (5.6 + 17.34 + 2.64) and the total male population is 24.19 million (5.86 + 16.64 + 1.67). The difference is 25.64 - 24.19 = 1.45 million.',False,data/row_6065/Squeezed_Horizontally.png
row_6065,Increased Saturation,What is the difference in numbers between the male and female population of Colombia in 2018 across all age groups?,0.91,answer='The female population is larger than the male population by 1.81 million in 2018.' explanation='To find the difference: \n- Female population: 5.6 + 17.34 + 2.34 = 25.28 million\n- Male population: 5.86 + 16.64 + 1.87 = 23.47 million\n\nDifference = 25.28 - 23.47 = 1.81 million.',False,data/row_6065/Increased_Saturation.png
row_6065,Decreased Saturation,What is the difference in numbers between the male and female population of Colombia in 2018 across all age groups?,0.91,answer='Females: 25.28 million; Males: 24.37 million; Difference: 0.91 million.' explanation='To find the total population for each gender:\n\n- Female: 5.6 (0-14) + 17.34 (15-64) + 2.34 (65+) = 25.28 million\n- Male: 5.86 (0-14) + 16.64 (15-64) + 1.87 (65+) = 24.37 million\n\nThe difference in population is 25.28 million - 24.37 million = 0.91 million.',True,data/row_6065/Decreased_Saturation.png
row_6065,Increased Brightness,What is the difference in numbers between the male and female population of Colombia in 2018 across all age groups?,0.91,"answer='0.99 million' explanation='The female population totals 25.54 million (5.6 + 17.34 + 2.6), and the male population totals 24.55 million (5.26 + 16.64 + 2.65). The difference is 25.54 - 24.55 = 0.99 million.'",False,data/row_6065/Increased_Brightness.png
row_6065,Decreased Brightness,What is the difference in numbers between the male and female population of Colombia in 2018 across all age groups?,0.91,answer='The difference in numbers is 1.09 million.' explanation='The total female population across all age groups is 25.48 million (5.6 + 17.34 + 2.54). The total male population is 24.39 million (5.86 + 16.64 + 1.87). The difference is 25.48 - 24.39 = 1.09 million.',False,data/row_6065/Decreased_Brightness.png
row_6065,Increased Contrast,What is the difference in numbers between the male and female population of Colombia in 2018 across all age groups?,0.91,"answer='The difference is 1.53 million, with the female population being larger.' explanation='The female population is the sum of 5.6 (0-14), 17.34 (15-64), and 2.34 (65+), totaling 25.28 million. The male population is 5.86 (0-14), 16.64 (15-64), and 1.87 (65+), totaling 23.75 million. The difference is 25.28 million minus 23.75 million, equaling 1.53 million.'",False,data/row_6065/Increased_Contrast.png
row_6065,Decreased Contrast,What is the difference in numbers between the male and female population of Colombia in 2018 across all age groups?,0.91,"answer='Total population: Female = 25.28 million, Male = 24.37 million\nDifference: 0.91 million more females.' explanation='The numbers provided in the chart are 5.6 (0-14), 17.34 (15-64), and 2.34 (65+) million for females; 5.86 (0-14), 16.64 (15-64), and 1.87 (65+) million for males. Adding these gives a total of 25.28 million for females and 24.37 million for males, resulting in a difference of 0.91 million.'",True,data/row_6065/Decreased_Contrast.png
row_6065,Increased Sharpness,What is the difference in numbers between the male and female population of Colombia in 2018 across all age groups?,0.91,answer='There are 1.41 million more females than males.' explanation='The female population is 25.28 million (5.6 + 17.34 + 2.34) and the male population is 23.87 million (5.86 + 16.64 + 1.87). The difference is 25.28 - 23.87 = 1.41 million.',False,data/row_6065/Increased_Sharpness.png
row_6065,Decreased Sharpness,What is the difference in numbers between the male and female population of Colombia in 2018 across all age groups?,0.91,"answer='The female population is larger by 1.31 million.' explanation='The total female population is 25.48 million (5.6 + 17.34 + 2.54), and the total male population is 24.17 million (5.86 + 16.64 + 1.87). The difference is 25.48 - 24.17 = 1.31 million.'",False,data/row_6065/Decreased_Sharpness.png
row_6065,Adaptive Threshold,What is the difference in numbers between the male and female population of Colombia in 2018 across all age groups?,0.91,answer='The difference is 0.84 million.' explanation='The total female population is 25.54 million (5.6 + 17.34 + 2.6) and the total male population is 24.7 million (5.86 + 16.64 + 1.87). The difference is 25.54 - 24.7 = 0.84 million.',False,data/row_6065/Adaptive_Threshold.png
row_6065,Selective Blur,What is the difference in numbers between the male and female population of Colombia in 2018 across all age groups?,0.91,"answer='1.11 million more females than males.' explanation='The female population totals 25.18 million (5.3 + 17.34 + 2.54), while the male population totals 24.07 million (6.26 + 16.64 + 1.17). The difference is 25.18 - 24.07 = 1.11 million.'",False,data/row_6065/Selective_Blur.png
row_6065,Highlighted Intersections,What is the difference in numbers between the male and female population of Colombia in 2018 across all age groups?,0.91,answer='The difference is 1.77 million more females than males.' explanation='The total female population is 25.48 million and the total male population is 23.71 million. The difference is calculated as 25.48 - 23.71 = 1.77 million.',False,data/row_6065/Highlighted_Intersections.png
row_6065,Dominant Colors,What is the difference in numbers between the male and female population of Colombia in 2018 across all age groups?,0.91,"answer='The difference is 1.11 million, with more females.' explanation='Female population: 5.6 (0-14) + 17.34 (15-64) + 2.54 (65+) = 25.48 million\nMale population: 5.86 (0-14) + 16.64 (15-64) + 1.87 (65+) = 24.37 million\n\nDifference: 25.48 - 24.37 = 1.11 million more females.'",False,data/row_6065/Dominant_Colors.png
row_6065,Quantized Colors,What is the difference in numbers between the male and female population of Colombia in 2018 across all age groups?,0.91,answer='The difference between the female and male population is 3.01 million.' explanation='Sum of female population: 3.6 + 17.34 + 2.54 = 23.48 million.\\nSum of male population: 3.58 + 16.64 + 1.87 = 20.47 million.\\nPopulation difference: 23.48 - 20.47 = 3.01 million.',False,data/row_6065/Quantized_Colors.png
row_6065,Padded,What is the difference in numbers between the male and female population of Colombia in 2018 across all age groups?,0.91,"answer='The difference is 1.91 million people, with more females.' explanation='The total female population is 25.48 million (5.6 + 17.34 + 2.54) and the total male population is 23.57 million (5.86 + 16.64 + 1.87). The difference is 25.48 - 23.57 = 1.91 million, indicating more females than males.'",False,data/row_6065/Padded.png
row_9602,Baseline,What was the population of Finland in 2019?,5.53,"answer='5.52 million' explanation=""The chart shows Finland's population was 5.52 million in 2019.""",False,data/row_9602/Baseline.png
row_9602,Black and White,What was the population of Finland in 2019?,5.53,"answer='5.52 million' explanation=""The chart indicates that Finland's population in 2019 was 5.52 million inhabitants.""",False,data/row_9602/Black_and_White.png
row_9602,Vertically Stretched,What was the population of Finland in 2019?,5.53,"answer='5.52 million.' explanation='In 2019, the population of Finland was 5.52 million according to the Statista chart.'",False,data/row_9602/Vertically_Stretched.png
row_9602,Horizontally Stretched,What was the population of Finland in 2019?,5.53,"answer='The population of Finland in 2019 was 5.52 million.' explanation='The bar chart in the image indicates the population of Finland for each year, with 2019 showing 5.52 million inhabitants.'",False,data/row_9602/Horizontally_Stretched.png
row_9602,Squeezed Vertically,What was the population of Finland in 2019?,5.53,answer='5.52 million.' explanation='The graph shows the population of Finland in 2019 as 5.52 million.',False,data/row_9602/Squeezed_Vertically.png
row_9602,Squeezed Horizontally,What was the population of Finland in 2019?,5.53,"answer='5.52 million' explanation='The population of Finland in 2019 was 5.52 million, as shown in the bar graph.'",False,data/row_9602/Squeezed_Horizontally.png
row_9602,Increased Saturation,What was the population of Finland in 2019?,5.53,answer='5.52 million' explanation='The chart indicates that the population of Finland in 2019 was 5.52 million.',False,data/row_9602/Increased_Saturation.png
row_9602,Decreased Saturation,What was the population of Finland in 2019?,5.53,"answer='5.52 million.' explanation=""According to the chart provided, Finland's population in 2019 was 5.52 million.""",False,data/row_9602/Decreased_Saturation.png
row_9602,Increased Brightness,What was the population of Finland in 2019?,5.53,answer='The population of Finland in 2019 was 5.52 million.' explanation='The bar representing the year 2019 on the graph is labeled as having a population of 5.52 million.',False,data/row_9602/Increased_Brightness.png
row_9602,Decreased Brightness,What was the population of Finland in 2019?,5.53,"answer='5.52 million' explanation='According to the provided chart, the population of Finland in 2019 was 5.52 million.'",False,data/row_9602/Decreased_Brightness.png
row_9602,Increased Contrast,What was the population of Finland in 2019?,5.53,"answer='5.52 million' explanation=""The chart shows Finland's population for each year from 2016 to 2026. The population in 2019 is marked as 5.52 million.""",False,data/row_9602/Increased_Contrast.png
row_9602,Decreased Contrast,What was the population of Finland in 2019?,5.53,"answer='5.52 million' explanation='The chart shows the population of Finland from 2016 to 2026. In 2019, the population was 5.52 million.'",False,data/row_9602/Decreased_Contrast.png
row_9602,Increased Sharpness,What was the population of Finland in 2019?,5.53,answer='5.52 million' explanation='The population of Finland in 2019 was 5.52 million according to the bar chart.',False,data/row_9602/Increased_Sharpness.png
row_9602,Decreased Sharpness,What was the population of Finland in 2019?,5.53,"answer='5.52 million.' explanation='The graph shows the population of Finland from 2016 to 2026. For 2019, the population is listed at 5.52 million.'",False,data/row_9602/Decreased_Sharpness.png
row_9602,Adaptive Threshold,What was the population of Finland in 2019?,5.53,"answer='5.52 million' explanation=""The image shows a bar chart of Finland's population from 2016 to 2026, where the population in 2019 is indicated as 5.52 million.""",False,data/row_9602/Adaptive_Threshold.png
row_9602,Selective Blur,What was the population of Finland in 2019?,5.53,"answer='5.52 million' explanation='In 2019, the population of Finland was 5.52 million according to the chart provided.'",False,data/row_9602/Selective_Blur.png
row_9602,Highlighted Intersections,What was the population of Finland in 2019?,5.53,"answer='5.52 million.' explanation='The chart shows the population of Finland in millions for each year. In 2019, the population was 5.52 million.'",False,data/row_9602/Highlighted_Intersections.png
row_9602,Dominant Colors,What was the population of Finland in 2019?,5.53,answer='5.52 million.' explanation='The bar graph indicates that the population of Finland in 2019 was 5.52 million inhabitants.',False,data/row_9602/Dominant_Colors.png
row_9602,Quantized Colors,What was the population of Finland in 2019?,5.53,"answer='5.52 million' explanation='According to the chart, the population of Finland in 2019 was 5.52 million.'",False,data/row_9602/Quantized_Colors.png
row_9602,Padded,What was the population of Finland in 2019?,5.53,"answer='5.52 million' explanation=""The chart shows Finland's population figures by year. In 2019, the population was 5.52 million.""",False,data/row_9602/Padded.png
row_25058,Baseline,How many votes did Obama get in the 2012 election?,332,"answer='Barack Obama received 332 electoral votes in the 2012 election.' explanation='The image shows a bar graph with 332 electoral votes for Obama in the 2012 election, compared to 206 for Mitt Romney.'",True,data/row_25058/Baseline.png
row_25058,Black and White,How many votes did Obama get in the 2012 election?,332,"answer='Barack Obama received 332 electoral votes.' explanation='The chart shows the number of electoral votes received by each candidate in the 2012 election. Barack Obama received 332 electoral votes, while Mitt Romney received 206.'",True,data/row_25058/Black_and_White.png
row_25058,Vertically Stretched,How many votes did Obama get in the 2012 election?,332,"answer='Barack Obama received 332 electoral votes.' explanation='The image shows the number of electoral votes in the 2012 presidential election, with Barack Obama receiving 332 electoral votes.'",True,data/row_25058/Vertically_Stretched.png
row_25058,Horizontally Stretched,How many votes did Obama get in the 2012 election?,332,"answer='332 electoral votes.' explanation='The image shows the distribution of electoral votes from the 2012 U.S. presidential election, where Barack Obama received 332 electoral votes.'",True,data/row_25058/Horizontally_Stretched.png
row_25058,Squeezed Vertically,How many votes did Obama get in the 2012 election?,332,"answer='Barack Obama received 332 electoral votes in the 2012 election.' explanation=""The chart provided shows the number of electoral votes won by each candidate in the 2012 U.S. Presidential Election. Barack Obama is shown to have received 332 electoral votes compared to Mitt Romney's 206.""",True,data/row_25058/Squeezed_Vertically.png
row_25058,Squeezed Horizontally,How many votes did Obama get in the 2012 election?,332,"answer='332 electoral votes.' explanation='The bar graph indicates that Barack Obama received 332 electoral votes in the 2012 election, while Mitt Romney received 206 electoral votes.'",True,data/row_25058/Squeezed_Horizontally.png
row_25058,Increased Saturation,How many votes did Obama get in the 2012 election?,332,"answer='Barack Obama received 332 electoral votes.' explanation='The chart displays the number of electoral votes won by each candidate in the 2012 U.S. presidential election, showing that Obama received 332 votes.'",True,data/row_25058/Increased_Saturation.png
row_25058,Decreased Saturation,How many votes did Obama get in the 2012 election?,332,answer='332 electoral votes.' explanation='The chart shows that Barack Obama received 332 electoral votes in the 2012 U.S. Presidential Election.',True,data/row_25058/Decreased_Saturation.png
row_25058,Increased Brightness,How many votes did Obama get in the 2012 election?,332,"answer='Barack Obama received 332 electoral votes.' explanation='The image shows a bar chart indicating that Barack Obama received 332 electoral votes in the 2012 election, according to the labels on the bars.'",True,data/row_25058/Increased_Brightness.png
row_25058,Decreased Brightness,How many votes did Obama get in the 2012 election?,332,answer='332 electoral votes.' explanation='The image shows a bar graph where Barack Obama received 332 electoral votes.',True,data/row_25058/Decreased_Brightness.png
row_25058,Increased Contrast,How many votes did Obama get in the 2012 election?,332,"answer='332 electoral votes.' explanation='The image shows a bar graph comparing electoral votes in the 2012 U.S. Presidential election, indicating Barack Obama received 332 electoral votes.'",True,data/row_25058/Increased_Contrast.png
row_25058,Decreased Contrast,How many votes did Obama get in the 2012 election?,332,"answer='332 electoral votes.' explanation=""The chart shows Barack Obama received 332 electoral votes compared to Mitt Romney's 206 in the 2012 U.S. presidential election.""",True,data/row_25058/Decreased_Contrast.png
row_25058,Increased Sharpness,How many votes did Obama get in the 2012 election?,332,answer='Barack Obama received 332 electoral votes.' explanation='The image shows a bar graph illustrating the number of electoral votes received by Barack Obama and Mitt Romney in the 2012 U.S. presidential election. Obama received 332 electoral votes.',True,data/row_25058/Increased_Sharpness.png
row_25058,Decreased Sharpness,How many votes did Obama get in the 2012 election?,332,"answer='Barack Obama received 332 electoral votes in the 2012 election.' explanation='The chart shows the number of electoral votes each candidate received, with Barack Obama securing 332 electoral votes.'",True,data/row_25058/Decreased_Sharpness.png
row_25058,Adaptive Threshold,How many votes did Obama get in the 2012 election?,332,"answer='Obama received 332 electoral votes.' explanation='The chart shows the number of electoral votes received by each candidate in the 2012 U.S. presidential election. Barack Obama received 332 electoral votes, while Mitt Romney received 206.'",True,data/row_25058/Adaptive_Threshold.png
row_25058,Selective Blur,How many votes did Obama get in the 2012 election?,332,"answer='Barack Obama received 332 electoral votes.' explanation='The chart shows the number of electoral votes. Barack Obama received 332, while Mitt Romney received 206.'",True,data/row_25058/Selective_Blur.png
row_25058,Highlighted Intersections,How many votes did Obama get in the 2012 election?,332,answer='332 electoral votes.' explanation='The image shows a bar chart with Barack Obama receiving 332 electoral votes in the 2012 election.',True,data/row_25058/Highlighted_Intersections.png
row_25058,Dominant Colors,How many votes did Obama get in the 2012 election?,332,"answer='Barack Obama received 332 electoral votes in the 2012 election.' explanation=""The image shows a bar chart with the number of electoral votes each candidate received. Barack Obama is depicted as receiving 332 votes compared to Mitt Romney's 206.""",True,data/row_25058/Dominant_Colors.png
row_25058,Quantized Colors,How many votes did Obama get in the 2012 election?,332,"answer='Barack Obama received approximately 66 million popular votes in the 2012 election.' explanation='The image displays the number of electoral votes each candidate received, with Obama receiving 332 electoral votes. The popular vote count is not shown in the image but is commonly known to be about 66 million for Obama.'",False,data/row_25058/Quantized_Colors.png
row_25058,Padded,How many votes did Obama get in the 2012 election?,332,"answer='Barack Obama received 332 electoral votes in the 2012 election.' explanation='The chart displays the number of electoral votes received by Barack Obama and Mitt Romney in the 2012 U.S. presidential election, with Obama receiving 332 electoral votes.'",True,data/row_25058/Padded.png
row_22881,Baseline,In what year did teenagers consume less pornography?,2003,answer='2017' explanation='The chart indicates that in 2017 the share of respondents (both men and women) consuming pornography was lower than in 2003.',False,data/row_22881/Baseline.png
row_22881,Black and White,In what year did teenagers consume less pornography?,2003,"answer='2017' explanation='In 2017, the consumption by both men and women was lower compared to 2003.'",False,data/row_22881/Black_and_White.png
row_22881,Vertically Stretched,In what year did teenagers consume less pornography?,2003,"answer='2017' explanation='In 2017, the share of respondents consuming pornography was lower for both men and women compared to 2003.'",False,data/row_22881/Vertically_Stretched.png
row_22881,Horizontally Stretched,In what year did teenagers consume less pornography?,2003,"answer='2017' explanation='In 2017, both men (33%) and women (15%) had lower percentages of pornography consumption compared to 2003.'",False,data/row_22881/Horizontally_Stretched.png
row_22881,Squeezed Vertically,In what year did teenagers consume less pornography?,2003,"answer='2017' explanation='In 2017, both men and women had lower percentages compared to 2003, indicating lower consumption.'",False,data/row_22881/Squeezed_Vertically.png
row_22881,Squeezed Horizontally,In what year did teenagers consume less pornography?,2003,answer='2017.' explanation='The graph shows a decrease in pornography consumption among both men and women in 2017 compared to 2003.',False,data/row_22881/Squeezed_Horizontally.png
row_22881,Increased Saturation,In what year did teenagers consume less pornography?,2003,"answer='2017' explanation='In 2017, both men and women consumed less pornography compared to 2003 according to the graph.'",False,data/row_22881/Increased_Saturation.png
row_22881,Decreased Saturation,In what year did teenagers consume less pornography?,2003,"answer='2017' explanation='In 2017, both men and women show lower percentages of pornography consumption compared to 2003 according to the graph.'",False,data/row_22881/Decreased_Saturation.png
row_22881,Increased Brightness,In what year did teenagers consume less pornography?,2003,"answer='2017' explanation='In 2017, both men and women showed lower percentages of pornography consumption compared to 2003.'",False,data/row_22881/Increased_Brightness.png
row_22881,Decreased Brightness,In what year did teenagers consume less pornography?,2003,answer='2017' explanation='The chart shows a decrease in the share of teenage respondents consuming pornography from 2003 to 2017 for both men and women.',False,data/row_22881/Decreased_Brightness.png
row_22881,Increased Contrast,In what year did teenagers consume less pornography?,2003,"answer='2017' explanation='In 2017, both men and women consumed less pornography compared to 2003, as shown by the lower percentage of respondents.'",False,data/row_22881/Increased_Contrast.png
row_22881,Decreased Contrast,In what year did teenagers consume less pornography?,2003,answer='2017.' explanation='Both men and women showed a decrease in pornography consumption in 2017 compared to 2003.',False,data/row_22881/Decreased_Contrast.png
row_22881,Increased Sharpness,In what year did teenagers consume less pornography?,2003,"answer='2017' explanation='The bars for both men and women show a decrease in the consumption of pornography from 2003 to 2017, indicating less consumption in 2017.'",False,data/row_22881/Increased_Sharpness.png
row_22881,Decreased Sharpness,In what year did teenagers consume less pornography?,2003,"answer='2017' explanation='In 2017, both men and women showed lower percentages (33% for men, 15% for women) compared to 2003 (58% for men, 22% for women).'",False,data/row_22881/Decreased_Sharpness.png
row_22881,Adaptive Threshold,In what year did teenagers consume less pornography?,2003,"answer='2017' explanation='In 2017, the percentage of teenagers consuming pornography was lower for both men (33%) and women (15%) compared to 2003.'",False,data/row_22881/Adaptive_Threshold.png
